#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
5,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-04-20,2011-04-24,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-04-20,2011-04-24,BM,4.0,2011,B,M
7,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-04-20,2011-04-24,BM,4.0,2011,B,M
8,FAILURE TO APPEAR,200,415610,PAPD,269922,2011-04-20,2011-04-24,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,157166,PAPD,277681,2011-04-20,2011-04-25,BM,5.0,2011,B,M
2,FAILURE TO APPEAR,200,157166,PAPD,277681,2011-04-20,2011-04-25,BM,5.0,2011,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,302029,2011-04-20,2011-04-20,WF,0.0,2011,W,F
1,DISORDERLY CONDUCT,0,1562445,PAPD,302042,2011-04-20,2011-04-27,BM,7.0,2011,B,M
2,CITY ORDINANCE,0,1562445,PAPD,302042,2011-04-20,2011-04-27,BM,7.0,2011,B,M
3,CONTEMPT OF COURT,0,1562445,PAPD,302042,2011-04-20,2011-04-27,BM,7.0,2011,B,M
1,FAILURE TO APPEAR,200,638465,PAPD,302044,2011-04-20,2011-04-20,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,0,553013,PAPD,302047,2011-04-20,2011-04-20,BM,0.0,2011,B,M
2,SPEEDING,0,553013,PAPD,302047,2011-04-20,2011-04-20,BM,0.0,2011,B,M
3,FAILURE TO APPEAR,0,505624,PAPD,302047,2011-04-20,2011-04-20,BM,0.0,2011,B,M
4,NO LIABILITY INSURANCE,0,505624,PAPD,302047,2011-04-20,2011-04-20,BM,0.0,2011,B,M
5,SPEEDING,0,505624,PAPD,302047,2011-04-20,2011-04-20,BM,0.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,302052,2011-04-20,2011-04-25,WF,5.0,2011,W,F
1,FAILURE TO APPEAR,200,58825,PAPD,91706,2011-04-21,2011-04-25,BM,4.0,2011,B,M
1,STOP LIGHT- RUNNING,0,621513,PAPD,231841,2011-04-21,2011-04-21,BM,0.0,2011,B,M
2,DRIVING-WHILE LIC INVALID,0,621513,PAPD,231841,2011-04-21,2011-04-21,BM,0.0,2011,B,M
3,FAILURE TO APPEAR,0,621513,PAPD,231841,2011-04-21,2011-04-21,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,646766,PAPD,250400,2011-04-21,2011-04-21,WM,0.0,2011,W,M
1,SPEEDING,0,643977,PAPD,261905,2011-04-21,2011-04-22,BM,1.0,2011,B,M
1,FAILURE TO APPEAR,200,638459,PAPD,265326,2011-04-21,2011-04-21,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,284035,2011-04-21,2011-04-25,WM,4.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302076,2011-04-21,2011-04-24,WM,3.0,2011,W,M
1,FAILURE TO APPEAR,200,566584,PAPD,76084,2011-04-22,2011-04-22,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,200,9144953,PAPD,76084,2011-04-22,2011-04-22,WM,0.0,2011,W,M
3,FAILURE TO APPEAR,200,9144953,PAPD,76084,2011-04-22,2011-04-22,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,560222,PAPD,136514,2011-04-22,2011-04-29,BM,7.0,2011,B,M
2,FAILURE TO APPEAR,200,555633,PAPD,136514,2011-04-22,2011-04-29,BM,7.0,2011,B,M
3,FAILURE TO APPEAR,0,500909,PAPD,136514,2011-04-22,2011-04-29,BM,7.0,2011,B,M
4,FAILURE TO MNTN FINAN RESP,0,500909,PAPD,136514,2011-04-22,2011-04-29,BM,7.0,2011,B,M
5,DRIVING-EXPIRED LIC. PLATE,0,500909,PAPD,136514,2011-04-22,2011-04-29,BM,7.0,2011,B,M
1,FAILURE TO APPEAR,200,9147234,PAPD,143091,2011-04-22,2011-04-26,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,9147234,PAPD,143091,2011-04-22,2011-04-26,BM,4.0,2011,B,M
1,FAILURE TO MNTN FINAN RESP,200,549985,PAPD,181222,2011-04-22,2011-04-22,WF,0.0,2011,W,F
2,SPEEDING,0,549985,PAPD,181222,2011-04-22,2011-04-22,WF,0.0,2011,W,F
1,PUBLIC INTOXICATION,200,0,PAPD,194278,2011-04-22,2011-04-26,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
4,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
5,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
6,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
7,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
8,FAILURE TO APPEAR,200,159758,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
9,FAILURE TO APPEAR,200,0,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
10,FAILURE TO APPEAR,200,159864,PAPD,228601,2011-04-22,2011-04-26,WM,4.0,2011,W,M
1,DRIVING-WHILE LIC INVALID,0,158468,PAPD,232996,2011-04-22,2011-04-29,BM,7.0,2011,B,M
2,SPEEDING,0,158468,PAPD,232996,2011-04-22,2011-04-29,BM,7.0,2011,B,M
3,CITY ORDINANCE,0,1113,PAPD,232996,2011-04-22,2011-04-29,BM,7.0,2011,B,M
1,SPEED-FAILURE TO CONTROL,0,501321,PAPD,236530,2011-04-22,2011-04-22,WM,0.0,2011,W,M
1,DRIVING-WHILE LIC INVALID,0,500944,PAPD,284418,2011-04-22,2011-04-29,BM,7.0,2011,B,M
2,STOP SIGN- RUNNING,0,500944,PAPD,284418,2011-04-22,2011-04-29,BM,7.0,2011,B,M
3,FAILURE TO MNTN FINAN RESP,0,500944,PAPD,284418,2011-04-22,2011-04-29,BM,7.0,2011,B,M
4,FAILURE TO APPEAR,200,600761,PAPD,284418,2011-04-22,2011-04-29,BM,7.0,2011,B,M
1,PUBLIC INTOXICATION,0,52065,PAPD,297593,2011-04-22,2011-04-22,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,514748,PAPD,302087,2011-04-22,2011-04-23,WM,1.0,2011,W,M
1,FAILURE TO APPEAR,200,9034619,PAPD,9947,2011-04-23,2011-04-24,BM,1.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,150896,2011-04-23,2011-04-23,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,23041,PAPD,172287,2011-04-23,2011-04-27,WM,4.0,2011,W,M
1,FAILURE TO MNTN FINAN RESP,0,109558,PAPD,200705,2011-04-23,2011-04-24,BM,1.0,2011,B,M
1,PUBLIC INTOXICATION,20,0,PAPD,257599,2011-04-23,2011-04-23,WM,0.0,2011,W,M
1,FAILURE TO MNTN FINAN RESP,0,580089,PAPD,281054,2011-04-23,2011-04-29,WM,6.0,2011,W,M
2,SPEEDING,0,580089,PAPD,281054,2011-04-23,2011-04-29,WM,6.0,2011,W,M
3,DRIVING-NO DRIVERS LICENSE,0,580089,PAPD,281054,2011-04-23,2011-04-29,WM,6.0,2011,W,M
1,FAILURE TO APPEAR,200,29424,PAPD,295514,2011-04-23,2011-04-27,BF,4.0,2011,B,F
2,FAILURE TO APPEAR,200,29424,PAPD,295514,2011-04-23,2011-04-27,BF,4.0,2011,B,F
3,FAILURE TO APPEAR,200,29424,PAPD,295514,2011-04-23,2011-04-27,BF,4.0,2011,B,F
4,FAILURE TO APPEAR,200,29424,PAPD,295514,2011-04-23,2011-04-27,BF,4.0,2011,B,F
1,CITY ORDINANCE,200,0,PAPD,302104,2011-04-23,2011-04-23,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,561964,PAPD,154381,2011-04-24,2011-04-24,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,200,561964,PAPD,154381,2011-04-24,2011-04-24,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,0,159302,PAPD,22521,2011-04-25,2011-05-03,BM,8.0,2011,B,M
2,DRIVING-NO DRIVERS LICENSE,0,159302,PAPD,22521,2011-04-25,2011-05-03,BM,8.0,2011,B,M
3,DEFECTIVE EQUIPMENT,0,159302,PAPD,22521,2011-04-25,2011-05-03,BM,8.0,2011,B,M
4,FAILURE TO MNTN FINAN RESP,0,159302,PAPD,22521,2011-04-25,2011-05-03,BM,8.0,2011,B,M
5,FAILURE TO APPEAR,0,159302,PAPD,22521,2011-04-25,2011-05-03,BM,8.0,2011,B,M
1,FAILURE TO APPEAR,200,9087736,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,9114919,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,8114919,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,7114919,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,501593,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,569190,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
7,FAILURE TO APPEAR,200,9137460,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
8,FAILURE TO APPEAR,200,9127717,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
9,FAILURE TO APPEAR,200,0,PAPD,41069,2011-04-25,2011-04-29,BM,4.0,2011,B,M
1,SPEEDING,0,502179,PAPD,85407,2011-04-25,2011-04-29,BM,4.0,2011,B,M
2,DRUG PARAPHERNALIA-POSS,0,57484,PAPD,85407,2011-04-25,2011-04-29,BM,4.0,2011,B,M
1,SPEEDING,0,521422,PAPD,126062,2011-04-25,2011-04-26,WM,1.0,2011,W,M
2,FAILURE TO APPEAR,200,63460,PAPD,126062,2011-04-25,2011-04-26,WM,1.0,2011,W,M
1,DRIVING-NO DRIVERS LICENSE,0,6427293,PAPD,219946,2011-04-25,2011-04-29,BF,4.0,2011,B,F
2,TRAFFIC OFFENSE-MOVING,0,6427293,PAPD,219946,2011-04-25,2011-04-29,BF,4.0,2011,B,F
3,TRAF OFF-MOVING-NO SEATBELT,0,6427293,PAPD,219946,2011-04-25,2011-04-29,BF,4.0,2011,B,F
4,FAILURE TO APPEAR,200,6427299,PAPD,219946,2011-04-25,2011-04-29,BF,4.0,2011,B,F
1,FAILURE TO APPEAR,200,500905,PAPD,283893,2011-04-25,2011-04-25,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,643959,PAPD,292242,2011-04-25,2011-04-25,WM,0.0,2011,W,M
1,DRIVING-NO DRIVERS LICENSE,0,126670,PAPD,302143,2011-04-25,2011-04-25,BF,0.0,2011,B,F
2,DRIVING-NO MVI STICKER,0,126670,PAPD,302143,2011-04-25,2011-04-25,BF,0.0,2011,B,F
3,NO LIABILITY INSURANCE,0,126670,PAPD,302143,2011-04-25,2011-04-25,BF,0.0,2011,B,F
4,DRIVING-EXPIRED LIC. PLATE,0,126670,PAPD,302143,2011-04-25,2011-04-25,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,200,33888,PAPD,14640,2011-04-26,2011-04-30,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,33888,PAPD,14640,2011-04-26,2011-04-30,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,142524,PAPD,25170,2011-04-26,2011-04-29,BM,3.0,2011,B,M
2,FAILURE TO APPEAR,200,506188,PAPD,25170,2011-04-26,2011-04-29,BM,3.0,2011,B,M
3,FAILURE TO APPEAR,200,151473,PAPD,25170,2011-04-26,2011-04-29,BM,3.0,2011,B,M
4,DRIVING-WHILE LIC INVALID,0,138472,PAPD,25170,2011-04-26,2011-04-29,BM,3.0,2011,B,M
1,TRAFFIC OFFENSE,0,569164,PAPD,96365,2011-04-26,2011-04-29,BF,3.0,2011,B,F
2,FAILURE CHANGE DL ADDRESS,0,569164,PAPD,96365,2011-04-26,2011-04-29,BF,3.0,2011,B,F
1,FAILURE TO APPEAR,200,641785,PAPD,112590,2011-04-26,2011-04-26,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,0,9134753,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
2,FAILURE TO APPEAR,0,8134753,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
3,FAILURE TO APPEAR,0,8134753,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
4,FAILURE TO APPEAR,0,8134753,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
5,FAILURE TO APPEAR,0,152213,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
6,DRUG PARAPHERNALIA-POSS,0,21606,PAPD,256186,2011-04-26,2011-05-06,WM,10.0,2011,W,M
1,SPEEDING,0,521528,PAPD,265201,2011-04-26,2011-04-26,BF,0.0,2011,B,F
1,DRUG PARAPHERNALIA-POSS,200,0,PAPD,290624,2011-04-26,2011-04-26,WM,0.0,2011,W,M
1,STOP SIGN- RUNNING,0,577930,PAPD,300407,2011-04-26,2011-04-26,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,0,577930,PAPD,300407,2011-04-26,2011-04-26,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,641744,PAPD,302155,2011-04-26,2011-04-26,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,200,635939,PAPD,302160,2011-04-26,2011-04-26,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,123545,2011-04-27,2011-04-29,BF,2.0,2011,B,F
1,DRIVING-NO MVI STICKER,0,5684701,PAPD,207751,2011-04-27,2011-04-27,BF,0.0,2011,B,F
2,FAILURE TO MNTN FINAN RESP,0,5684703,PAPD,207751,2011-04-27,2011-04-27,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,200,5059869,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
2,FAILURE TO APPEAR,200,6469499,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
3,FAILURE TO MNTN FINAN RESP,0,9614131,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
4,FAILURE TO APPEAR,0,9096141,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
5,FAILURE TO MNTN FINAN RESP,0,1424073,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
6,DRIVING-EXPIRED LIC. PLATE,0,1424074,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
7,SPEEDING,0,1424074,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
8,FAILURE TO APPEAR,0,9142407,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
9,FAILURE TO APPEAR,0,0,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
10,CITY ORDINANCE,0,1551135,PAPD,220384,2011-04-27,2011-04-27,BM,0.0,2011,B,M
1,CITY ORDINANCE,0,619887,PAPD,302168,2011-04-27,2011-04-27,WM,0.0,2011,W,M
1,DRIVING-D.L. VIOLATION,0,6430671,PAPD,302182,2011-04-27,2011-04-27,WF,0.0,2011,W,F
1,FAILURE TO MNTN FINAN RESP,0,3804431,PAPD,302189,2011-04-27,2011-04-27,WF,0.0,2011,W,F
1,FAILURE TO IDENTIFY,0,1585105,PAPD,5706,2011-04-28,2011-04-30,BM,2.0,2011,B,M
1,FAILURE TO APPEAR,200,57951,PAPD,43094,2011-04-28,2011-05-03,BM,5.0,2011,B,M
2,FAILURE TO APPEAR,200,57951,PAPD,43094,2011-04-28,2011-05-03,BM,5.0,2011,B,M
3,FAILURE TO APPEAR,200,57951,PAPD,43094,2011-04-28,2011-05-03,BM,5.0,2011,B,M
1,FAILURE TO APPEAR,200,646849,PAPD,213635,2011-04-28,2011-05-03,WM,5.0,2011,W,M
1,FAILURE TO YIELD R.O.W.,0,154032,PAPD,231851,2011-04-28,2011-04-28,BF,0.0,2011,B,F
1,FAILURE TO APPEAR,200,137272,PAPD,241611,2011-04-28,2011-05-03,WM,5.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,279208,2011-04-28,2011-05-02,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,635953,PAPD,302206,2011-04-28,2011-04-28,BM,0.0,2011,B,M
1,DRIVING-NO DRIVERS LICENSE,0,508732,PAPD,302207,2011-04-28,2011-04-28,WF,0.0,2011,W,F
1,FAILURE TO APPEAR,200,559213,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,559213,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,559213,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,559213,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,559213,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,583307,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
7,FAILURE TO APPEAR,200,583307,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
8,FAILURE TO APPEAR,200,583307,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
9,FAILURE TO APPEAR,200,0,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
10,FAILURE TO APPEAR,200,501111,PAPD,42600,2011-04-29,2011-05-03,BM,4.0,2011,B,M
1,FAILURE TO APPEAR,200,150746,PAPD,44694,2011-04-29,2011-04-30,WF,1.0,2011,W,F
2,FAILURE TO APPEAR,200,573080,PAPD,44694,2011-04-29,2011-04-30,WF,1.0,2011,W,F
1,DRIVING-WHILE LIC INVALID,0,136455,PAPD,121777,2011-04-29,2011-05-06,BM,7.0,2011,B,M
2,SPEEDING,0,136455,PAPD,121777,2011-04-29,2011-05-06,BM,7.0,2011,B,M
3,FAILURE TO APPEAR,0,9117978,PAPD,121777,2011-04-29,2011-05-06,BM,7.0,2011,B,M
4,DRIVING-NO DRIVERS LICENSE,0,133233,PAPD,121777,2011-04-29,2011-05-06,BM,7.0,2011,B,M
1,FAILURE TO APPEAR,200,549862,PAPD,124802,2011-04-29,2011-04-29,BM,0.0,2011,B,M
1,DRIVING-WHILE LIC INVALID,0,517969,PAPD,136381,2011-04-29,2011-05-05,WM,6.0,2011,W,M
2,DRIVING-NO MVI STICKER,0,517969,PAPD,136381,2011-04-29,2011-05-05,WM,6.0,2011,W,M
3,FAILURE TO MNTN FINAN RESP,0,517969,PAPD,136381,2011-04-29,2011-05-05,WM,6.0,2011,W,M
1,FAILURE TO APPEAR,200,502872,PAPD,267849,2011-04-29,2011-05-03,WF,4.0,2011,W,F
2,FAILURE TO APPEAR,200,502872,PAPD,267849,2011-04-29,2011-05-03,WF,4.0,2011,W,F
3,FAILURE TO APPEAR,200,502872,PAPD,267849,2011-04-29,2011-05-03,WF,4.0,2011,W,F
4,FAILURE TO APPEAR,200,502872,PAPD,267849,2011-04-29,2011-05-03,WF,4.0,2011,W,F
1,DISORDERLY CONDUCT,0,142512,PAPD,302215,2011-04-29,2011-05-03,BM,4.0,2011,B,M
2,CONTEMPT OF COURT,0,142512,PAPD,302215,2011-04-29,2011-05-03,BM,4.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,121548,2011-04-30,2011-05-01,BM,1.0,2011,B,M
1,FAILURE TO APPEAR,0,156160,PAPD,250218,2011-04-30,2011-05-03,BM,3.0,2011,B,M
2,FAILURE TO MNTN FINAN RESP,0,156160,PAPD,250218,2011-04-30,2011-05-03,BM,3.0,2011,B,M
3,DISORDERLY CONDUCT,0,156160,PAPD,250218,2011-04-30,2011-05-03,BM,3.0,2011,B,M
1,FAILURE TO APPEAR,200,292321,PAPD,283983,2011-04-30,2011-05-04,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,292321,PAPD,283983,2011-04-30,2011-05-04,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,292321,PAPD,283983,2011-04-30,2011-05-04,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,5430,PAPD,283983,2011-04-30,2011-05-04,BM,4.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,40985,2011-05-01,2011-05-03,WM,2.0,2011,W,M
1,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
2,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
3,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
4,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
5,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
6,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
7,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
8,FAILURE TO APPEAR,200,16487,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
9,FAILURE TO APPEAR,200,0,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
10,FAILURE TO APPEAR,200,562741,PAPD,91706,2011-05-01,2011-05-05,BM,4.0,2011,B,M
1,SEE HOLD/NOTE,0,46232,PAPD,110638,2011-05-01,2011-05-05,BF,4.0,2011,B,F
1,TRESPASSING,200,0,PAPD,173469,2011-05-01,2011-05-05,BM,4.0,2011,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,180244,2011-05-01,2011-05-05,BM,4.0,2011,B,M
1,NO LIABILITY INSURANCE,0,87748,PAPD,231564,2011-05-01,2011-05-06,BM,5.0,2011,B,M
2,FAILURE TO APPEAR,0,9087748,PAPD,231564,2011-05-01,2011-05-06,BM,5.0,2011,B,M
3,FAILURE TO APPEAR,0,8087748,PAPD,231564,2011-05-01,2011-05-06,BM,5.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,259226,2011-05-01,2011-05-05,WM,4.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302240,2011-05-01,2011-05-01,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,8052843,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
2,FAILURE TO APPEAR,200,517876,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
3,FAILURE TO APPEAR,200,8052843,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
4,FAILURE TO APPEAR,200,517876,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
5,FAILURE TO APPEAR,200,9052843,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
6,FAILURE TO APPEAR,200,517876,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
7,FAILURE TO APPEAR,200,8052843,PAPD,187976,2011-05-02,2011-05-06,WM,4.0,2011,W,M
1,FAILURE TO APPEAR,200,508835,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
2,DRIVING-NO MVI STICKER,0,565306,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
3,FAILURE TO MNTN FINAN RESP,0,565306,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
4,DRIVING-EXPIRED LIC. PLATE,0,565306,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
5,STOP SIGN- RUNNING,0,565306,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
6,DRIVING-WHILE LIC INVALID,0,565306,PAPD,197455,2011-05-02,2011-05-11,BM,9.0,2011,B,M
1,FAILURE TO APPEAR,200,0,PAPD,200873,2011-05-02,2011-05-06,WM,4.0,2011,W,M
1,DISRUPTION OF SCHOOL/CLASS,0,113922,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
2,CURFEW,0,500639,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
3,CITY ORDINANCE,0,500639,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
4,CONTEMPT OF COURT,0,113922,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
5,CONTEMPT OF COURT,0,500639,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
6,DISORDERLY CONDUCT,0,507694,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
7,CONTEMPT OF COURT,0,507694,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
8,DISRUPTION OF SCHOOL/CLASS,0,558044,PAPD,295006,2011-05-02,2011-05-17,BM,15.0,2011,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,300034,2011-05-02,2011-05-06,WM,4.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302255,2011-05-02,2011-05-02,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,302256,2011-05-02,2011-05-02,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,501884,PAPD,302257,2011-05-02,2011-05-02,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,569248,PAPD,6545,2011-05-03,2011-05-04,BM,1.0,2011,B,M
1,FAILURE TO APPEAR,0,9073076,PAPD,206531,2011-05-03,2011-05-03,BM,0.0,2011,B,M
2,SPEEDING,0,73076,PAPD,206531,2011-05-03,2011-05-03,BM,0.0,2011,B,M
1,FAILURE TO APPEAR,200,646676,PAPD,301532,2011-05-03,2011-05-03,WF,0.0,2011,W,F
2,SPEED-FAILURE TO CONTROL,0,599057,PAPD,301532,2011-05-03,2011-05-03,WF,0.0,2011,W,F
1,SPEEDING,0,132450,PAPD,302289,2011-05-03,2011-05-03,BF,0.0,2011,B,F
1,DRIVING-D.L. VIOLATION,0,643896,PAPD,302292,2011-05-03,2011-05-03,WM,0.0,2011,W,M
2,FAILURE TO APPEAR,200,647093,PAPD,302292,2011-05-03,2011-05-03,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,638375,PAPD,14228,2011-05-04,2011-05-04,WM,0.0,2011,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,294900,2011-05-04,2011-05-04,WM,0.0,2011,W,M
1,FAILURE TO APPEAR,200,521436,PAPD,302238,2011-05-04,2011-05-04,WM,0.0,2011,W,M
1,NO LIABILITY INSURANCE,0,101871,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
2,NO LIABILITY INSURANCE,0,102673,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
3,DEFECTIVE EQUIPMENT,0,100549,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
4,DRIVING-EXPIRED LIC. PLATE,0,100549,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
5,FAILURE TO MNTN SINGLE LANE,0,88381,PAPD,132928,2011-05-05,2011-05-05,BF,0.0,2011,B,F
